word,meaning,source,morphology,root,processes,type,meaning2,form,normalized_form
mantikílya,butter,Dictionary M,"{""root"":""tikílya"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""n""}]}",,,,,mantikílya,mantikilya
mañgga,mango,Dictionary M,"{""root"":""ñgga"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,mañgga,mangga
mañgmáñg,"ignorant, illiterate, uneducated",Dictionary M,"{""root"":""ñgmáñg"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,mañgmáñg,mangmang
maóñg,good; something good,Dictionary M,"{""root"":""óñg"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""""}]}",,,,,maóñg,maong
marikít,"maiden, girl of marriageable age",Dictionary M,"{""root"":""rikít"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,marikít,marikit
maruñggay,a leguminous tree whose leaves and fruit are,Dictionary M,"{""root"":""ruñggay"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,maruñggay,marunggay
eaten,as green vegetables,Dictionary M,"{""root"":""eat"",""processes"":[{""type"":""suffix"",""meaning"":""patient focus (non-completed)"",""form"":""-en"",""normalized_form"":""en""}]}",,,,,eaten,eaten
márso,March,Dictionary M,"{""root"":""márso"",""processes"":[]}",,,,,márso,marso
martÉs,Tuesday,Dictionary M,"{""root"":""rtÉs"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,martÉs,martes
mása,to mold,Dictionary M,"{""root"":""mása"",""processes"":[]}",,,,,mása,masa
macÉtas,plant,Dictionary M,"{""root"":""cÉtas"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,macÉtas,macetas
masitÉra,flower pot,Dictionary M,"{""root"":""sitÉra"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masitÉra,masitera
máskin,"needed, important",Dictionary M,"{""root"":""másk"",""processes"":[{""type"":""suffix"",""meaning"":""patient/theme focus (completed)"",""form"":""-in"",""normalized_form"":""in""}]}",,,,,máskin,maskin
masyádo,too much,Dictionary M,"{""root"":""syádo"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,masyádo,masyado
matá,eye,Dictionary M,"{""root"":""tá"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,matá,mata
may,topic marking particle (non-personal) (also imáy ),Dictionary M,"{""root"":""y"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,may,may
rámay,plural of may (also irámay ),Dictionary M,"{""root"":""rámay"",""processes"":[]}",,,,,rámay,ramay
1mayá,"wait, keep watch for a while ",Dictionary M,"{""root"":""1mayá"",""processes"":[]}",,,,,1mayá,1maya
2mayá,(of women) to go out together,Dictionary M,"{""root"":""2mayá"",""processes"":[]}",,,,,2mayá,2maya
mayámayá,shower of rain,Dictionary M,"{""root"":""yámayá"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,mayámayá,mayamaya
mayonísa,"mayonnaise, salad dressing",Dictionary M,"{""root"":""yonísa"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,mayonísa,mayonisa
mÉdias,"stockings, socks",Dictionary M,"{""root"":""mÉdias"",""processes"":[]}",,,,,mÉdias,medias
mekmék,"to pound into pieces, pulverize",Dictionary M,"{""root"":""mekmék"",""processes"":[]}",,,,,mekmék,mekmek
melág,"little, small",Dictionary M,"{""root"":""melág"",""processes"":[]}",,,,,melág,melag
kamelág,smallness,Dictionary M,"{""root"":""kamelág"",""processes"":[]}",,,,,kamelág,kamelag
mElokotón,apricot,Dictionary M,"{""root"":""mElokotón"",""processes"":[]}",,,,,mElokotón,melokoton
menéñg,to be without anything to talk about,Dictionary M,"{""root"":""menéñg"",""processes"":[]}",,,,,menéñg,meneng
mEnúdo,"meat or fish dish with tomato, onions, chick peas, green peas, potatoes and raisins, cooked in tomato sauce",Dictionary M,"{""root"":""mEnúdo"",""processes"":[]}",,,,,mEnúdo,menudo
merémeré,to murmur,Dictionary M,"{""root"":""meré"",""processes"":[{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CVCV-"",""normalized_form"":""CVCV"",""partial_chunk"":""meré""}]}",,,,,merémeré,meremere
mEriÉnda,"between meal snack, afternoon tea, ‘light’",Dictionary M,"{""root"":""mEriÉn"",""processes"":[{""type"":""suffix"",""meaning"":""3pl genitive enclitic"",""form"":""-da"",""normalized_form"":""da""}]}",,,,,mEriÉnda,merienda
meal,offered guests,Dictionary M,"{""root"":""meal"",""processes"":[]}",,,,,meal,meal
mesmés,to squeeze between the hands or arms,Dictionary M,"{""root"":""mesmés"",""processes"":[]}",,,,,mesmés,mesmes
met,also,Dictionary M,"{""root"":""met"",""processes"":[]}",,,,,met,met
mi,"our (excluding addressee), by us, us (excl)",Dictionary M,"{""root"":""mi"",""processes"":[]}",,,,,mi,mi
sikamí,"we, us (excl) (independent pronoun)","Dictionary M, Dictionary S","{""root"":""sikamí"",""processes"":[]}",,,,,sikamí,sikami
miÉrcolEs,Wednesday,Dictionary M,"{""root"":""ÉrcolEs"",""processes"":[{""type"":""prefix"",""meaning"":""reciprocal/distributive"",""form"":""mi-"",""normalized_form"":""mi""}]}",,,,,miÉrcolEs,miercoles
mikmík,"crumb, morsel",Dictionary M,"{""root"":""kmík"",""processes"":[{""type"":""prefix"",""meaning"":""reciprocal/distributive"",""form"":""mi-"",""normalized_form"":""mi""}]}",,,,,mikmík,mikmik
míkñgit,grunt,Dictionary M,"{""root"":""míkñgit"",""processes"":[]}",,,,,míkñgit,mikngit
mikroponó,microphone,Dictionary M,"{""root"":""kroponó"",""processes"":[{""type"":""prefix"",""meaning"":""reciprocal/distributive"",""form"":""mi-"",""normalized_form"":""mi""}]}",,,,,mikroponó,mikropono
milyón,million,Dictionary M,"{""root"":""lyón"",""processes"":[{""type"":""prefix"",""meaning"":""reciprocal/distributive"",""form"":""mi-"",""normalized_form"":""mi""}]}",,,,,milyón,milyon
minístro,minister,Dictionary M,"{""root"":""nístro"",""processes"":[{""type"":""prefix"",""meaning"":""reciprocal/distributive"",""form"":""mi-"",""normalized_form"":""mi""}]}",,,,,minístro,ministro
minodÉnsia,"innards of animal (including heart, liver, etc.)",Dictionary M,"{""root"":""nodÉnsia"",""processes"":[{""type"":""prefix"",""meaning"":""reciprocal/distributive"",""form"":""mi-"",""normalized_form"":""mi""}]}",,,,,minodÉnsia,minodensia
minóto,minute (time) (pl. minótos ),Dictionary M,"{""root"":""nó"",""processes"":[{""type"":""prefix"",""meaning"":""reciprocal/distributive"",""form"":""mi-"",""normalized_form"":""mi""},{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}]}",,,,,minóto,minoto
mínsan,once only (cf. pínsan ),Dictionary M,"{""root"":""míns"",""processes"":[{""type"":""suffix"",""meaning"":""locative/referent focus (non-completed)"",""form"":""-an"",""normalized_form"":""an""}]}",,,,,mínsan,minsan
mínto,"confirm, verify",Dictionary M,"{""root"":""mín"",""processes"":[{""type"":""suffix"",""meaning"":""3sg genitive enclitic"",""form"":""-to"",""normalized_form"":""to""}]}",,,,,mínto,minto
mísa,mass; to attend mass (mi -),Dictionary M,"{""root"":""mísa"",""processes"":[]}",,,,,mísa,misa
mísa de,mass said at the pre-dawn cock crow,Dictionary M,"{""root"":""mísa de"",""processes"":[]}",,,,,mísa de,misa de
gallomass,(4. a.m.) on the nine days preceding Christmas,Dictionary M,"{""root"":""gallomass"",""processes"":[]}",,,,,gallomass,gallomass
mísis,wife (not used in formal speech; (occasionally) term of address for married woman unknown to speaker,Dictionary M,"{""root"":""mísis"",""processes"":[]}",,,,,mísis,misis
mísmis,to break up poorly made pots or jars,Dictionary M,"{""root"":""mísmis"",""processes"":[]}",,,,,mísmis,mismis
mítiñg,"conference, meeting",Dictionary M,"{""root"":""mítiñg"",""processes"":[]}",,,,,mítiñg,miting
mo,"you (non-topic), your",Dictionary M,"{""root"":""mo"",""processes"":[]}",,,,,mo,mo
-m,form of mo when preceding stem ends in a vowel,Dictionary M,"{""root"":""-m"",""processes"":[]}",,,,,-m,-m
muchácha,"(f.), servant",Dictionary M,"{""root"":""muchácha"",""processes"":[]}",,,,,muchácha,muchacha
muchácho,(m.) servant,Dictionary M,"{""root"":""muchácho"",""processes"":[]}",,,,,muchácho,muchacho
mogmóg,"to melt away, disintegrate; rotten wood",Dictionary M,"{""root"":""mogmóg"",""processes"":[]}",,,,,mogmóg,mogmog
mokmók,gathering of people gossiping etc. in small groups,Dictionary M,"{""root"":""mokmók"",""processes"":[]}",,,,,mokmók,mokmok
mokomók,reduce to powder; gold dust,Dictionary M,"{""root"":""mokomók"",""processes"":[]}",,,,,mokomók,mokomok
molíng,forehead,Dictionary M,"{""root"":""molíng"",""processes"":[]}",,,,,molíng,moling
molmól,to keep (sweet etc.) in the mouth to dissolve; suck thumb or finger,Dictionary M,"{""root"":""molmól"",""processes"":[]}",,,,,molmól,molmol
múlta,fine (penalty); to fine,Dictionary M,"{""root"":""múl"",""processes"":[{""type"":""suffix"",""meaning"":""1du inclusive genitive enclitic"",""form"":""-ta"",""normalized_form"":""ta""}]}",,,,,múlta,multa
mómo,infection in the mouth making it difficult for bluent (of saw teeth etc.),Dictionary M,"{""root"":""mó"",""processes"":[{""type"":""suffix"",""meaning"":""2sg genitive enclitic"",""form"":""-mo"",""normalized_form"":""mo""}]}",,,,,mómo,momo
múndo,"world, earth",Dictionary M,"{""root"":""múndo"",""processes"":[]}",,,,,múndo,mundo
município,municipal hall,Dictionary M,"{""root"":""município"",""processes"":[]}",,,,,município,municipio
múra,something cheap,Dictionary M,"{""root"":""múra"",""processes"":[]}",,,,,múra,mura
mamúra,"cheap, inexpensive",Dictionary M,"{""root"":""úra"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, non-completed)"",""form"":""maN-"",""normalized_form"":""ma"",""applied_allomorph"":""m""}]}",,,,,mamúra,mamura
mória,to give or hand to speaker; take note of something near at hand,Dictionary M,"{""root"":""mória"",""processes"":[]}",,,,,mória,moria
móromóro,folk dramas centered around the conflicts between Christians and non-Christians in the early years of Christianization; pantomime,Dictionary M,"{""root"":""móro"",""processes"":[{""type"":""reduplication"",""meaning"":""partial reduplication (plural nouns)"",""form"":""CVCV-"",""normalized_form"":""CVCV"",""partial_chunk"":""móro""}]}",,,,,móromóro,moromoro
músico,music,Dictionary M,"{""root"":""músico"",""processes"":[]}",,,,,músico,musico
moskitÉro,mosquito net,Dictionary M,"{""root"":""moskitÉro"",""processes"":[]}",,,,,moskitÉro,moskitero
musmús,stupid,Dictionary M,"{""root"":""musmús"",""processes"":[]}",,,,,musmús,musmus
móyoñg,"association, club, gang; something held in common",Dictionary M,"{""root"":""móyoñg"",""processes"":[]}",,,,,móyoñg,moyong
kamóyoñg,a rival in love,Dictionary M,"{""root"":""kamóyoñg"",""processes"":[]}",,,,,kamóyoñg,kamoyong
pa,particle indicating courtesy or respect; ‘please’,Dictionary P,"{""root"":""pa"",""processes"":[]}",,,,,pa,pa
padér,wall,Dictionary P,"{""root"":""dér"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,padér,pader
pádpar,to run aground because of adverse wind or current; shipwreck,Dictionary P,"{""root"":""pádpar"",""processes"":[]}",,,,,pádpar,padpar
pádrE,priest; ‘father’ (term of address to priest),Dictionary P,"{""root"":""pádrE"",""processes"":[]}",,,,,pádrE,padre
padríno,"male sponsor at a wedding, baptism, etc. (term of reference only)",Dictionary P,"{""root"":""dríno"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,padríno,padrino
pága,"anxiety, state of worry",Dictionary P,"{""root"":""pága"",""processes"":[]}",,,,,pága,paga
kapagaán,worries,Dictionary P,"{""root"":""kapagaán"",""processes"":[]}",,,,,kapagaán,kapagaan
mapága,"worried, distressed",Dictionary P,"{""root"":""pága"",""processes"":[{""type"":""prefix"",""meaning"":""causative / stative"",""form"":""ma-"",""normalized_form"":""ma""}]}",,,,,mapága,mapaga
pagás,hoarse; to speak hoarsely,Dictionary P,"{""root"":""gás"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,pagás,pagas
pagátin,special wedding celebration held at the house of the bride’s parents after the wedding (irrespective of where the latter takes place),Dictionary P,"{""root"":""gát"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""},{""type"":""suffix"",""meaning"":""patient/theme focus (completed)"",""form"":""-in"",""normalized_form"":""in""}]}",,,,,pagátin,pagatin
pagátpat,plant species of the genus Sonneratia,Dictionary P,"{""root"":""gátpat"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,pagátpat,pagatpat
pagéw,"breast, chest",Dictionary P,"{""root"":""géw"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,pagéw,pagew
pagéy,rice plant; unhusked rice,Dictionary P,"{""root"":""géy"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,pagéy,pagey
págod,to tie an animal with a long rope for grazing (man -),Dictionary P,"{""root"":""págod"",""processes"":[]}",,,,,págod,pagod
1pagpág,to scoop up dirt in the hands (man -),Dictionary P,"{""root"":""1pagpág"",""processes"":[]}",,,,,1pagpág,1pagpag
2pagpág,partially paralyzed,Dictionary P,"{""root"":""2pagpág"",""processes"":[]}",,,,,2pagpág,2pagpag
país,fish wrapped in banana leaf and cooked in a kind of rice cake,Dictionary P,"{""root"":""ís"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""causative/instrumental nasal-assimilating"",""form"":""paN-"",""normalized_form"":""pa"",""applied_allomorph"":""""}]}",,,,,país,pais
páit,"guts, intestines (of animals)",Dictionary P,"{""root"":""páit"",""processes"":[]}",,,,,páit,pait
paít,bitter tasting,Dictionary P,"{""root"":""ít"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""causative/instrumental nasal-assimilating"",""form"":""paN-"",""normalized_form"":""pa"",""applied_allomorph"":""""}]}",,,,,paít,pait
ampaít,bitter,Dictionary P,"{""root"":""ít"",""processes"":[{""type"":""nasal_prefix"",""meaning"":""actor focus (nasal-assimilating, completed)"",""form"":""aN-"",""normalized_form"":""a"",""applied_allomorph"":""m""},{""type"":""nasal_prefix"",""meaning"":""causative/instrumental nasal-assimilating"",""form"":""paN-"",""normalized_form"":""pa"",""applied_allomorph"":""""}]}",,,,,ampaít,ampait
pakáw,to handle (man -),Dictionary P,"{""root"":""káw"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,pakáw,pakaw
pakbét,type of vegetable dish,Dictionary P,"{""root"":""kbét"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,pakbét,pakbet
pakiáw,to buy up entire stock at bargain price (maN -),Dictionary P,"{""root"":""kiáw"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,pakiáw,pakiaw
pákna,"to release all resources; approve completely, delight in",Dictionary P,"{""root"":""pákna"",""processes"":[]}",,,,,pákna,pakna
pakó,edible fern,Dictionary P,"{""root"":""kó"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,pakó,pako
pakuán,watermelon,Dictionary P,"{""root"":""kuán"",""processes"":[{""type"":""prefix"",""meaning"":""causative/allowative"",""form"":""pa-"",""normalized_form"":""pa""}]}",,,,,pakuán,pakuan
1pakpák,to beat cotton or cloth with a rod,Dictionary P,"{""root"":""1pakpák"",""processes"":[]}",,,,,1pakpák,1pakpak
2pakpák,method of fishing or instrument used to catch fish,Dictionary P,"{""root"":""2pakpák"",""processes"":[]}",,,,,2pakpák,2pakpak
